clip,snr,vad_acc,offline_vdr,offline_rpa,offline_rca,offline_gross_err,offline_median_cents,realtime_vdr,realtime_rpa,realtime_rca,realtime_gross_err,realtime_median_cents
55,-5 dB,0.88,0.38461538461538464,0.9785714285714285,0.9785714285714285,0.02142857142857143,19.527679443359375,0.3791208791208791,0.9492753623188406,0.9565217391304348,0.050724637681159424,19.72091293334961
56,-5 dB,0.838,0.15217391304347827,0.8888888888888888,0.8888888888888888,0.1111111111111111,20.04693603515625,0.13526570048309178,0.7857142857142857,0.7857142857142857,0.21428571428571427,20.47058868408203
57,-5 dB,0.984,0.9504373177842566,0.9601226993865031,0.9601226993865031,0.03987730061349693,0.6113935708999634,0.8892128279883382,0.9672131147540983,0.9672131147540983,0.03278688524590164,0.59230637550354
58,-5 dB,0.852,0.061170212765957445,0.8260869565217391,0.8260869565217391,0.17391304347826086,19.870378494262695,0.06382978723404255,0.7916666666666666,0.7916666666666666,0.20833333333333334,19.870378494262695
59,-5 dB,0.674,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
60,-5 dB,0.99,0.9380530973451328,0.9654088050314465,0.9654088050314465,0.03459119496855346,0.6761956214904785,0.8672566371681416,0.9761904761904762,0.9761904761904762,0.023809523809523808,0.59230637550354
61,-5 dB,0.984,0.8768328445747801,0.9230769230769231,0.9230769230769231,0.07692307692307693,19.473567962646484,0.8093841642228738,0.9311594202898551,0.9311594202898551,0.06884057971014493,19.430736541748047
62,-5 dB,0.388,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
63,-5 dB,0.952,0.6748466257668712,0.9409090909090909,0.9409090909090909,0.05909090909090909,10.052790641784668,0.647239263803681,0.9241706161137441,0.9241706161137441,0.07582938388625593,19.545576095581055
64,-5 dB,0.604,0.10714285714285714,0.8333333333333334,0.8333333333333334,0.16666666666666666,20.61152458190918,0.0663265306122449,0.8076923076923077,0.8076923076923077,0.19230769230769232,20.61152458190918
65,-5 dB,0.894,0.34050179211469533,0.8526315789473684,0.8526315789473684,0.14736842105263157,19.96818733215332,0.35842293906810035,0.7,0.7,0.3,20.100894927978516
66,-5 dB,0.574,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
67,-5 dB,1.0,0.5816733067729084,0.4589041095890411,0.4726027397260274,0.541095890410959,59.639217376708984,0.4940239043824701,0.4274193548387097,0.45161290322580644,0.5725806451612904,60.122867584228516
68,-5 dB,0.384,0.05394190871369295,0.0,0.38461538461538464,1.0,2380.047119140625,0.06639004149377593,0.0,0.5625,1.0,2370.23681640625
69,-5 dB,0.936,0.518324607329843,1.0,1.0,0.0,19.836769104003906,0.518324607329843,0.98989898989899,0.98989898989899,0.010101010101010102,19.836769104003906
70,-5 dB,0.602,0.8141592920353983,0.9782608695652174,0.9782608695652174,0.021739130434782608,19.40767478942871,0.7345132743362832,0.963855421686747,0.963855421686747,0.03614457831325301,19.40767478942871
71,-5 dB,0.988,0.8642297650130548,0.9697885196374623,0.9697885196374623,0.030211480362537766,20.10744285583496,0.8433420365535248,0.9628482972136223,0.9628482972136223,0.03715170278637771,20.123027801513672
72,-5 dB,0.504,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
73,-5 dB,0.914,0.4175257731958763,0.9753086419753086,0.9753086419753086,0.024691358024691357,19.832923889160156,0.46134020618556704,0.9385474860335196,0.9385474860335196,0.061452513966480445,19.88759994506836
74,-5 dB,0.9,0.47506561679790027,0.9116022099447514,0.9116022099447514,0.08839779005524862,20.06119728088379,0.5170603674540682,0.8883248730964467,0.8883248730964467,0.1116751269035533,20.06119728088379
75,-5 dB,0.796,0.29110512129380056,0.7685185185185185,0.7685185185185185,0.23148148148148148,29.927568435668945,0.215633423180593,0.7,0.7,0.3,20.19646453857422
76,-5 dB,0.946,0.5231481481481481,0.9823008849557522,0.9823008849557522,0.017699115044247787,19.430736541748047,0.5324074074074074,0.9739130434782609,0.9739130434782609,0.02608695652173913,19.473567962646484
77,-5 dB,0.992,0.391025641025641,0.9508196721311475,0.9508196721311475,0.04918032786885246,19.866384506225586,0.3141025641025641,0.9081632653061225,0.9081632653061225,0.09183673469387756,19.866384506225586
78,-5 dB,0.98,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
79,-5 dB,0.192,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
80,-5 dB,0.866,0.06451612903225806,0.95,0.95,0.05,19.596403121948242,0.08709677419354839,1.0,1.0,0.0,19.573440551757812
81,-5 dB,0.944,0.9216216216216216,0.967741935483871,0.967741935483871,0.03225806451612903,19.430736541748047,0.8918918918918919,0.9727272727272728,0.9727272727272728,0.02727272727272727,19.40767478942871
82,-5 dB,0.728,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
83,-5 dB,0.98,0.662870159453303,0.9450171821305842,0.9450171821305842,0.054982817869415807,19.470333099365234,0.5785876993166287,0.9488188976377953,0.9488188976377953,0.051181102362204724,19.470333099365234
84,-5 dB,0.788,0.02056555269922879,1.0,1.0,0.0,20.169536590576172,0.02056555269922879,0.875,0.875,0.125,20.169536590576172
85,-5 dB,0.968,0.9192200557103064,0.9484848484848485,0.9484848484848485,0.051515151515151514,19.567285537719727,0.8913649025069638,0.95,0.95,0.05,19.565563201904297
86,-5 dB,0.988,0.8540540540540541,0.9082278481012658,0.9082278481012658,0.09177215189873418,20.057334899902344,0.7756756756756756,0.9163763066202091,0.9163763066202091,0.08362369337979095,20.057334899902344
87,-5 dB,0.83,0.05507246376811594,1.0,1.0,0.0,20.36062240600586,0.11304347826086956,0.9487179487179487,0.9487179487179487,0.05128205128205128,19.916980743408203
88,-5 dB,0.98,0.9385749385749386,0.9214659685863874,0.9214659685863874,0.07853403141361257,19.916980743408203,0.8697788697788698,0.9152542372881356,0.9152542372881356,0.0847457627118644,19.916980743408203
89,-5 dB,0.966,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
90,-5 dB,0.126,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
91,-5 dB,0.646,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
92,-5 dB,0.97,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
93,-5 dB,0.672,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
94,-5 dB,0.744,0.0,nan,nan,nan,nan,0.002583979328165375,0.0,1.0,1.0,1160.25244140625
95,-5 dB,0.988,0.8310991957104558,0.9709677419354839,0.9709677419354839,0.02903225806451613,19.829978942871094,0.7935656836461126,0.9695945945945946,0.9695945945945946,0.030405405405405407,19.82945442199707
96,-5 dB,0.91,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
97,-5 dB,0.968,0.9245742092457421,0.9526315789473684,0.9526315789473684,0.04736842105263158,19.74570083618164,0.9075425790754258,0.9463806970509383,0.9463806970509383,0.05361930294906166,19.74355697631836
98,-5 dB,0.956,0.421875,1.0,1.0,0.0,19.563840866088867,0.415625,0.9924812030075187,0.9924812030075187,0.007518796992481203,19.563840866088867
99,-5 dB,0.894,0.3888888888888889,0.974025974025974,0.974025974025974,0.025974025974025976,19.721723556518555,0.3611111111111111,0.951048951048951,0.951048951048951,0.04895104895104895,19.567285537719727
100,+0 dB,0.91,0.0,nan,nan,nan,nan,0.09547738693467336,0.8947368421052632,0.8947368421052632,0.10526315789473684,19.470333099365234
101,+0 dB,0.454,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
102,+0 dB,0.444,0.0,nan,nan,nan,nan,0.013192612137203167,0.2,0.2,0.8,59.833011627197266
103,+0 dB,0.964,0.8597285067873304,0.9789473684210527,0.9789473684210527,0.021052631578947368,19.596403121948242,0.8144796380090498,0.9888888888888889,0.9888888888888889,0.011111111111111112,19.596403121948242
104,+0 dB,0.622,0.28994082840236685,0.9387755102040817,0.9387755102040817,0.061224489795918366,20.279279708862305,0.2988165680473373,0.8316831683168316,0.8316831683168316,0.16831683168316833,20.432662963867188
105,+0 dB,0.582,0.10283687943262411,0.0,0.034482758620689655,1.0,120.3606948852539,0.11702127659574468,0.0,0.030303030303030304,1.0,139.87704467773438
106,+0 dB,0.918,0.649867374005305,1.0,1.0,0.0,19.989273071289062,0.6259946949602122,0.9703389830508474,0.9703389830508474,0.029661016949152543,19.952945709228516
107,+0 dB,0.764,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
108,+0 dB,0.444,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
109,+0 dB,0.99,0.8543046357615894,0.8875968992248062,0.8875968992248062,0.1124031007751938,20.43613052368164,0.7880794701986755,0.8781512605042017,0.8781512605042017,0.12184873949579832,20.43613052368164
110,+0 dB,0.612,0.0,nan,nan,nan,nan,0.023255813953488372,0.7777777777777778,0.7777777777777778,0.2222222222222222,19.573440551757812
111,+0 dB,0.984,0.3900414937759336,1.0,1.0,0.0,0.514682948589325,0.37344398340248963,0.9555555555555556,0.9555555555555556,0.044444444444444446,0.514682948589325
112,+0 dB,0.974,0.7388235294117647,0.9777070063694268,0.9777070063694268,0.022292993630573247,19.303794860839844,0.7129411764705882,0.976897689768977,0.976897689768977,0.0231023102310231,0.6962569952011108
113,+0 dB,0.57,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
114,+0 dB,0.608,0.055762081784386616,1.0,1.0,0.0,39.94264221191406,0.06319702602230483,0.47058823529411764,0.47058823529411764,0.5294117647058824,59.338706970214844
115,+0 dB,0.846,0.33992094861660077,0.7674418604651163,0.7674418604651163,0.23255813953488372,20.212371826171875,0.2450592885375494,0.7580645161290323,0.7580645161290323,0.24193548387096775,20.294986724853516
116,+0 dB,0.978,0.9429928741092637,0.9748110831234257,0.9748110831234257,0.02518891687657431,0.59230637550354,0.9073634204275535,0.9738219895287958,0.9764397905759162,0.02617801047120419,0.5106583833694458
117,+0 dB,0.978,0.8823529411764706,0.8694444444444445,0.8694444444444445,0.13055555555555556,20.057334899902344,0.8504901960784313,0.8472622478386167,0.8472622478386167,0.15273775216138327,20.057334899902344
118,+0 dB,0.984,0.42039800995024873,0.9644970414201184,0.9644970414201184,0.03550295857988166,19.819440841674805,0.39800995024875624,0.95625,0.95625,0.04375,19.828105926513672
119,+0 dB,0.994,0.9198966408268734,0.9719101123595506,0.9719101123595506,0.028089887640449437,19.573440551757812,0.9095607235142119,0.9659090909090909,0.9659090909090909,0.03409090909090909,19.573440551757812
120,+0 dB,0.904,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
121,+0 dB,0.988,0.5865384615384616,0.9398907103825137,0.9398907103825137,0.060109289617486336,19.704381942749023,0.47435897435897434,0.9391891891891891,0.9391891891891891,0.060810810810810814,19.71305274963379
122,+0 dB,0.902,0.3504043126684636,0.6615384615384615,0.6615384615384615,0.3384615384615385,39.84845733642578,0.3504043126684636,0.6,0.6,0.4,39.91923522949219
123,+0 dB,0.954,0.8579545454545454,0.9801324503311258,0.9801324503311258,0.019867549668874173,19.54807472229004,0.8352272727272727,0.9727891156462585,0.9727891156462585,0.027210884353741496,19.54807472229004
124,+0 dB,0.964,0.0,nan,nan,nan,nan,0.0,nan,nan,nan,nan
125,+0 dB,0.964,0.8596938775510204,0.9703264094955489,0.9703264094955489,0.02967359050445104,19.430736541748047,0.8035714285714286,0.9682539682539683,0.9682539682539683,0.031746031746031744,19.523868560791016
126,+0 dB,0.998,0.5721925133689839,0.9252336448598131,0.9252336448598131,0.07476635514018691,0.6113935708999634,0.5401069518716578,0.900990099009901,0.900990099009901,0.09900990099009901,0.6352484226226807
127,+0 dB,0.982,0.8277777777777777,0.9899328859060402,0.9899328859060402,0.010067114093959731,0.4362306296825409,0.7333333333333333,0.9696969696969697,0.9696969696969697,0.030303030303030304,0.3559674918651581
